,S-node-span,SSE-added-span,SSE-added-wrong,SS-node-span,SSE-node-span
17567,934119.0,218782.0,0.0,637208.0,855990.0
17568,2257123.0,335027.0,0.0,92677.0,427704.0
17569,962504.0,630859.0,0.0,84180.0,715039.0
17570,1522532.0,838130.0,0.0,357784.0,1195914.0
17571,1552672.0,146933.0,0.0,26631.0,173564.0
17572,784867.0,289985.0,0.0,128252.0,418237.0
17573,2754229.0,1322407.0,0.0,729312.0,2051719.0
17574,2305429.0,289718.0,0.0,135239.0,424957.0
17575,487576.0,335127.0,0.0,11702.0,346829.0
17576,381451.0,377874.0,0.0,3577.0,381451.0
17577,2039753.0,1016230.0,0.0,320031.0,1336261.0
17578,843721.0,666685.0,0.0,177036.0,843721.0
17579,2292558.0,640026.0,0.0,1045199.0,1685225.0
17580,1617950.0,284537.0,0.0,72486.0,357023.0
17581,101533.0,31424.0,0.0,46788.0,78212.0
17582,741734.0,689529.0,0.0,52205.0,741734.0
17583,797128.0,197355.0,0.0,100946.0,298301.0
17584,1265505.0,345365.0,0.0,567692.0,913057.0
17585,637764.0,141995.0,0.0,233211.0,375206.0
17586,956186.0,58567.0,0.0,509833.0,568400.0
17587,393997.0,694233.0,319803.0,19567.0,713800.0
17588,1293057.0,348395.0,0.0,152986.0,501381.0
17589,2572244.0,2116029.0,121683.0,150169.0,2266198.0
17590,1691199.0,855942.0,0.0,331002.0,1186944.0
17591,1707604.0,1272024.0,0.0,234784.0,1506808.0
17592,422533.0,123844.0,0.0,103910.0,227754.0
17593,1659870.0,669565.0,0.0,185977.0,855542.0
17594,3116791.0,727636.0,0.0,1689171.0,2416807.0
17595,676710.0,713427.0,262563.0,225846.0,939273.0
17596,1426267.0,419597.0,0.0,435466.0,855063.0
17597,1001962.0,589274.0,0.0,233302.0,822576.0
17598,1501351.0,1114667.0,0.0,173595.0,1288262.0
17599,1517496.0,700685.0,0.0,60036.0,760721.0
17600,588691.0,121124.0,0.0,223513.0,344637.0
17601,2336941.0,514787.0,0.0,781790.0,1296577.0
17602,3028928.0,1274966.0,0.0,1000020.0,2274986.0
17603,1528241.0,1051516.0,125060.0,584851.0,1636367.0
17604,604978.0,474729.0,0.0,56471.0,531200.0
17605,2241856.0,459819.0,0.0,399159.0,858978.0
17606,701577.0,643857.0,0.0,57720.0,701577.0
17607,477688.0,227306.0,0.0,89496.0,316802.0
17608,1977057.0,193696.0,0.0,627840.0,821536.0
17609,1312978.0,907076.0,0.0,319896.0,1226972.0
17610,381216.0,188012.0,0.0,192852.0,380864.0
17611,836764.0,257773.0,0.0,429317.0,687090.0
17612,289422.0,80268.0,0.0,147199.0,227467.0
17613,525558.0,112194.0,0.0,274800.0,386994.0
17614,1861576.0,1154946.0,0.0,37596.0,1192542.0
17615,502304.0,259946.0,0.0,130312.0,390258.0
17616,900562.0,295954.0,0.0,9490.0,305444.0
17617,2370845.0,851559.0,0.0,180583.0,1032142.0
17618,590129.0,374472.0,0.0,41669.0,416141.0
17619,935594.0,240177.0,0.0,175462.0,415639.0
17620,2108336.0,67109.0,0.0,510016.0,577125.0
17621,2036635.0,1197273.0,0.0,34490.0,1231763.0
17622,639766.0,117655.0,0.0,60328.0,177983.0
17623,627105.0,175836.0,0.0,282814.0,458650.0
17624,914139.0,463363.0,0.0,235534.0,698897.0
17625,779485.0,730178.0,181878.0,231185.0,961363.0
17626,1964369.0,1085383.0,0.0,23195.0,1108578.0
17627,715758.0,192426.0,0.0,9730.0,202156.0
17628,2403971.0,798041.0,0.0,835143.0,1633184.0
17629,1268197.0,517032.0,0.0,161981.0,679013.0
17630,747004.0,68279.0,0.0,45241.0,113520.0
17631,513522.0,177721.0,0.0,335801.0,513522.0
17632,2009771.0,676006.0,0.0,101823.0,777829.0
17633,469727.0,40098.0,0.0,24662.0,64760.0
17634,1966544.0,1291509.0,0.0,601487.0,1892996.0
17635,2014862.0,529485.0,0.0,728766.0,1258251.0
17636,644821.0,382262.0,0.0,218952.0,601214.0
17637,863189.0,307922.0,0.0,160067.0,467989.0
17638,1875194.0,777031.0,0.0,650988.0,1428019.0
17639,428025.0,87009.0,0.0,308386.0,395395.0
17640,1299077.0,766710.0,0.0,299411.0,1066121.0
17641,2585807.0,1052489.0,0.0,162714.0,1215203.0
17642,1021369.0,55114.0,0.0,313738.0,368852.0
17643,927118.0,360967.0,0.0,454105.0,815072.0
17644,4580971.0,1872643.0,0.0,2109991.0,3982634.0
17645,783434.0,144516.0,57986.0,81795.0,226311.0
17646,1171424.0,226756.0,0.0,609753.0,836509.0
